id	title	price_pc	normal_price	link	mobile_link	image_link	add_image_link	category_name1	category_name2	condition	import_flag	shipping	shipping_origin	brand	maker	origin	minimum_purchase_quantity	search_tag
iherb-79966	[iHerb]Sports Research 고품질 MCT 오일 C8 C10 C12 473ml	26980		https://www.onejikgu.co.kr/shop_view?idx=104809	https://www.onejikgu.co.kr/shop_view?idx=104809	https://cdn.imweb.me/upload/S2026031936150999f07e8/699f950718be5.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/a67024b558419.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/c4af070680281.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/e4dab6ee1c506.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/045b7ec63d411.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	Sports Research	Sports Research	미국	1	Sports Research,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-774	[iHerb]나우푸드 퀘르세틴 500mg 베지 캡슐 100정	26480		https://www.onejikgu.co.kr/shop_view?idx=104808	https://www.onejikgu.co.kr/shop_view?idx=104808	https://cdn.imweb.me/upload/S2026031936150999f07e8/f153cfc2d4eab.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/3bbdc31c1d75b.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/a103dffd3c404.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/8c4acb2c372b8.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/42f436e59b811.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80487	[iHerb]Protocol for Life Balance d-만노스 500mg 베지 캡슐 90정	30200		https://www.onejikgu.co.kr/shop_view?idx=104807	https://www.onejikgu.co.kr/shop_view?idx=104807	https://cdn.imweb.me/upload/S2026031936150999f07e8/de9f65dc745ab.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/fde7a920179bd.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	Protocol for Life Balance	Protocol for Life Balance	미국	1	Protocol for Life Balance,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79083	[iHerb]NatureWise 여성용 프로바이오틱 지연 방출 캡슐 60정	37870		https://www.onejikgu.co.kr/shop_view?idx=104805	https://www.onejikgu.co.kr/shop_view?idx=104805	https://cdn.imweb.me/upload/S2026031936150999f07e8/364b4cfdb001b.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/1c994ef71e13f.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	NatureWise	NatureWise	미국	1	NatureWise,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79101	[iHerb]Rejuvicare 비오틴 구미젤리 베리 맛 구미젤리 60개	13280		https://www.onejikgu.co.kr/shop_view?idx=104798	https://www.onejikgu.co.kr/shop_view?idx=104798	https://cdn.imweb.me/upload/S2026031936150999f07e8/ff60319fb0841.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/e2594867e026b.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Rejuvicare	Rejuvicare	미국	1	Rejuvicare,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77708	[iHerb]Ancient Nutrition 고품질 본 브로스 콜라겐 초콜릿 16 2 oz	56280		https://www.onejikgu.co.kr/shop_view?idx=104795	https://www.onejikgu.co.kr/shop_view?idx=104795	https://cdn.imweb.me/upload/S2026031936150999f07e8/d71c3ccc62aac.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/dc598274c08b7.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/c4361d6d349f5.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Ancient Nutrition	Ancient Nutrition	미국	1	Ancient Nutrition,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77148	[iHerb]GAT L-글루타민 무맛 300g	19780		https://www.onejikgu.co.kr/shop_view?idx=104794	https://www.onejikgu.co.kr/shop_view?idx=104794	https://cdn.imweb.me/upload/S2026031936150999f07e8/676094d5c7623.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/96d30a4a97242.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	GAT	GAT	미국	1	GAT,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77414	[iHerb]MRM Nutrition 천연 식품 고품질 식이섬유 효소 프리바이오틱스 함유 256g	18710		https://www.onejikgu.co.kr/shop_view?idx=104792	https://www.onejikgu.co.kr/shop_view?idx=104792	https://cdn.imweb.me/upload/S2026031936150999f07e8/d3ca533af1f95.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/368d05f513ab0.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ecb020af454a3.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/47b10dcc4d60b.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ef73f1039bea1.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/b42b3170b4f9d.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	MRM Nutrition	MRM Nutrition	미국	1	MRM Nutrition,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80672	[iHerb]Dr Mercola 칼슘 비타민D3 K2 캡슐 30정	46210		https://www.onejikgu.co.kr/shop_view?idx=104791	https://www.onejikgu.co.kr/shop_view?idx=104791	https://cdn.imweb.me/upload/S2026031936150999f07e8/00f648ad039e9.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/58aa87bb7797b.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Dr. Mercola	Dr. Mercola	미국	1	Dr. Mercola,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78430	[iHerb]Solaray 칼-맥 시트레이트 비타민D3 K2 함유 천연 오렌지 향 츄어블 정 90정	24420		https://www.onejikgu.co.kr/shop_view?idx=104790	https://www.onejikgu.co.kr/shop_view?idx=104790	https://cdn.imweb.me/upload/S2026031936150999f07e8/a41187e11d95d.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/899c80e08671b.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/32e320aac41a5.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ba5803a8bd481.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Solaray	Solaray	미국	1	Solaray,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80484	[iHerb]Protocol for Life Balance Enzymes-HCI 캡슐 120정	38150		https://www.onejikgu.co.kr/shop_view?idx=104787	https://www.onejikgu.co.kr/shop_view?idx=104787	https://cdn.imweb.me/upload/S2026031936150999f07e8/2aea4e4171318.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/03c08bc69c355.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Protocol for Life Balance	Protocol for Life Balance	미국	1	Protocol for Life Balance,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78432	[iHerb]Solaray 흡수력 강화 리포소말 비타민C 베지 캡슐 100정	25270		https://www.onejikgu.co.kr/shop_view?idx=104786	https://www.onejikgu.co.kr/shop_view?idx=104786	https://cdn.imweb.me/upload/S2026031936150999f07e8/65a593169e398.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/d7906ade90aec.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ed8f3d5c212c7.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/d38e5d1cff15c.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/4fd1a64c168fa.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/42ff89a99e250.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Solaray	Solaray	미국	1	Solaray,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78391	[iHerb]Zint 카카오 무가공 고품질 분말 453 5g	44240		https://www.onejikgu.co.kr/shop_view?idx=104781	https://www.onejikgu.co.kr/shop_view?idx=104781	https://cdn.imweb.me/upload/S2026031936150999f07e8/95551b824253a.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/117d7638674a4.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Zint	Zint	미국	1	Zint,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-39989	[iHerb]Natural Factors 리퀴드 켈프 800mcg 50ml	15610		https://www.onejikgu.co.kr/shop_view?idx=104777	https://www.onejikgu.co.kr/shop_view?idx=104777	https://cdn.imweb.me/upload/S2026031936150999f07e8/0384dbdcdb2e6.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/d5b4632f61ca3.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/417bbfe54de8b.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Natural Factors	Natural Factors	미국	1	Natural Factors,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-19389	[iHerb]Metagenics Bone Builder 붕소 함유 270정	80480		https://www.onejikgu.co.kr/shop_view?idx=104760	https://www.onejikgu.co.kr/shop_view?idx=104760	https://cdn.imweb.me/upload/S2026031936150999f07e8/61d10d29d5b58.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/aeac9db907ac1.jpeg	iHerb	비타민 영양제	신상품	Y	0	미국	Metagenics	Metagenics	미국	1	Metagenics,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-19493	[iHerb]Metagenics GI 서포트 420g	77150		https://www.onejikgu.co.kr/shop_view?idx=104759	https://www.onejikgu.co.kr/shop_view?idx=104759	https://cdn.imweb.me/upload/S2026031936150999f07e8/5bbe879a870c4.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/247748f2102aa.jpeg	iHerb	비타민 영양제	신상품	Y	0	미국	Metagenics	Metagenics	미국	1	Metagenics,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-772	[iHerb]나우푸드 Pycnogenol 아세로라 루틴 함유 베지 캡슐 50정	37400		https://www.onejikgu.co.kr/shop_view?idx=104752	https://www.onejikgu.co.kr/shop_view?idx=104752	https://cdn.imweb.me/upload/S2026031936150999f07e8/d1ba043c822c2.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/7010d2b8397d6.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/e3d1e5c637b3d.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/e571ee12e765e.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/97bee153e0917.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78874	[iHerb]Terry Naturally Tri-Iodine 25mg 캡슐 60정	42620		https://www.onejikgu.co.kr/shop_view?idx=104738	https://www.onejikgu.co.kr/shop_view?idx=104738	https://cdn.imweb.me/upload/S2026031936150999f07e8/0f84a0d2f6adc.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/f6056f3a20506.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/59c8ba622dd3b.jpeg	iHerb	비타민 영양제	신상품	Y	0	미국	Terry Naturally	Terry Naturally	미국	1	Terry Naturally,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-7949	[iHerb]칼슨 노르웨이산 대구 간유 500 ml	58740		https://www.onejikgu.co.kr/shop_view?idx=104733	https://www.onejikgu.co.kr/shop_view?idx=104733	https://cdn.imweb.me/upload/S2026031936150999f07e8/58629b6dae965.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/a6248f63741f2.jpeg	iHerb	비타민 영양제	신상품	Y	0	미국	Carlson	Carlson	미국	1	Carlson,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80303	[iHerb]Terry Naturally Clinical OPC 300mg 캡슐 60정	40960		https://www.onejikgu.co.kr/shop_view?idx=104726	https://www.onejikgu.co.kr/shop_view?idx=104726	https://cdn.imweb.me/upload/S2026031936150999f07e8/392424fb49fda.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/2121590059673.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/c5caa95f4f81d.jpeg	iHerb	비타민 영양제	신상품	Y	0	미국	Terry Naturally	Terry Naturally	미국	1	Terry Naturally,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80485	[iHerb]Protocol for Life Balance l-테아닌 200mg 베지 캡슐 60정	24930		https://www.onejikgu.co.kr/shop_view?idx=104725	https://www.onejikgu.co.kr/shop_view?idx=104725	https://cdn.imweb.me/upload/S2026031936150999f07e8/295c284fa4ec0.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/8f3e579c238aa.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	Protocol for Life Balance	Protocol for Life Balance	미국	1	Protocol for Life Balance,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-809	[iHerb]나우푸드 SAMe 400mg 30정	34490		https://www.onejikgu.co.kr/shop_view?idx=104722	https://www.onejikgu.co.kr/shop_view?idx=104722	https://cdn.imweb.me/upload/S2026031936150999f07e8/dcdc0ddf1de29.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/2dc24739d0158.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/27eb22cef43dd.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/e5af1f69b3fc0.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/fa8604a20db6b.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79230	[iHerb]NaturesPlus BioPerine 10 캡슐 90정	12310		https://www.onejikgu.co.kr/shop_view?idx=104720	https://www.onejikgu.co.kr/shop_view?idx=104720	https://cdn.imweb.me/upload/S2026031936150999f07e8/0cfb1c2008570.jpeg	https://cdn.imweb.me/upload/S2026031936150999f07e8/3e9db4f29bc62.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ca29dfddbb3b9.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/bbe9247702b8c.jpeg|https://cdn.imweb.me/upload/S2026031936150999f07e8/7f449dfd8f527.jpeg	iHerb	비타민 영양제	신상품	Y	6000	미국	NaturesPlus	NaturesPlus	미국	1	NaturesPlus,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-803	[iHerb]나우푸드 쏘팔메토 베리 550mg 베지 캡슐 250정	19490		https://www.onejikgu.co.kr/shop_view?idx=104701	https://www.onejikgu.co.kr/shop_view?idx=104701	https://cdn.imweb.me/upload/S2026031936150999f07e8/92c6a2390015e.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/4471fc9a472e4.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/d5075c7036882.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/d7bbdab8dba8d.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1f10f4dffa45b.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/0bd24b69ed1cd.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78414	[iHerb]KAL 메틸 폴레이트 400 mcg 90 타블렛	11430		https://www.onejikgu.co.kr/shop_view?idx=104699	https://www.onejikgu.co.kr/shop_view?idx=104699	https://cdn.imweb.me/upload/S2026031936150999f07e8/67092fae077de.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/cb3a781fa4334.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1b90a1ac91a7b.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1442bad095c15.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	KAL	KAL	미국	1	KAL,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78522	[iHerb]Youtheory Spore 프로바이오틱 트리팔라 혼합물 베지 캡슐 60정	27250		https://www.onejikgu.co.kr/shop_view?idx=104698	https://www.onejikgu.co.kr/shop_view?idx=104698	https://cdn.imweb.me/upload/S2026031936150999f07e8/7e9d2d62fafeb.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/f2ba759771d63.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Youtheory	Youtheory	미국	1	Youtheory,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79867	[iHerb]나우푸드 Fibersol -2 함유 프리바이오틱 식이섬유 340g	18470		https://www.onejikgu.co.kr/shop_view?idx=104696	https://www.onejikgu.co.kr/shop_view?idx=104696	https://cdn.imweb.me/upload/S2026031936150999f07e8/a35a34461c0f8.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/4befada0aa571.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/f073c55ff53d2.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/72092a4b9fab0.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1de40548e7d78.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78574	[iHerb]Ancient Nutrition 종합 콜라겐 단백질 454 5g	50220		https://www.onejikgu.co.kr/shop_view?idx=104692	https://www.onejikgu.co.kr/shop_view?idx=104692	https://cdn.imweb.me/upload/S2026031936150999f07e8/361dd18a9f5ff.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/7f0269e0c799b.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Ancient Nutrition	Ancient Nutrition	미국	1	Ancient Nutrition,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79866	[iHerb]나우푸드 메가D3 MK-7 캡슐 60정	20650		https://www.onejikgu.co.kr/shop_view?idx=104689	https://www.onejikgu.co.kr/shop_view?idx=104689	https://cdn.imweb.me/upload/S2026031936150999f07e8/42c4db342b698.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/355bf07dd4b0a.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/cb9978b6f8891.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/2d7648d229002.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/ef12f6401a1e5.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/4adfe33edcba2.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78201	[iHerb]나우푸드 마그네슘시트레이트 베지 캡슐 240정	28070		https://www.onejikgu.co.kr/shop_view?idx=104687	https://www.onejikgu.co.kr/shop_view?idx=104687	https://cdn.imweb.me/upload/S2026031936150999f07e8/517e642557fb0.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/e797b9c5a4c0c.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1efdf5222afd0.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/1ee222af7b516.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/9e124fc9f9b8d.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/d65d2434e1b5c.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/0434cb38fc1ef.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78992	[iHerb]나우푸드 MK-7 비타민K-2 100mcg 베지 캡슐 120정	25660		https://www.onejikgu.co.kr/shop_view?idx=104686	https://www.onejikgu.co.kr/shop_view?idx=104686	https://cdn.imweb.me/upload/S2026031936150999f07e8/2bb20539b9506.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/90fa3c85666d7.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/63ba6eaee0ad5.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/bd4d1fae6bda5.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/66bb889b5db83.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/a11adc56a83c7.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-78401	[iHerb]라이프익스텐션 Neuro-Mag 마그네슘 L-트레온산 트로피컬 펀치 맛 93 35g	38400		https://www.onejikgu.co.kr/shop_view?idx=104685	https://www.onejikgu.co.kr/shop_view?idx=104685	https://cdn.imweb.me/upload/S2026031936150999f07e8/5f6e8340de278.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/459427f405291.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Life Extension	Life Extension	미국	1	Life Extension,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-80811	[iHerb]쏜리서치 칼슘-마그네슘 말산염 캡슐 240정	38060		https://www.onejikgu.co.kr/shop_view?idx=104683	https://www.onejikgu.co.kr/shop_view?idx=104683	https://cdn.imweb.me/upload/S2026031936150999f07e8/b824413bd6c84.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/5037e41eeb10d.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/b54b3a22287f1.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Thorne	Thorne	미국	1	Thorne,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79939	[iHerb]나우푸드 메틸엽산 5 000mg 베지 캡슐 50정	33030		https://www.onejikgu.co.kr/shop_view?idx=104682	https://www.onejikgu.co.kr/shop_view?idx=104682	https://cdn.imweb.me/upload/S2026031936150999f07e8/98411c278f788.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/5376af0a24a89.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/8d3fae2d8b825.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/c9c4882443c06.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/2fb337c0e2cd1.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/bdee64ba6d3aa.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	NOW Foods	NOW Foods	미국	1	NOW Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79865	[iHerb]Green Foods 고품질 무가공 밀싹 샷 300g	38440		https://www.onejikgu.co.kr/shop_view?idx=104681	https://www.onejikgu.co.kr/shop_view?idx=104681	https://cdn.imweb.me/upload/S2026031936150999f07e8/59d9aee59dcf0.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/a244ab0fa957b.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Green Foods	Green Foods	미국	1	Green Foods,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-8008	[iHerb]네이처스앤서 Bio-Pro 잎새버섯 Bio-베타글루칸 알코올 무함유 15mg 60ml	31560		https://www.onejikgu.co.kr/shop_view?idx=104674	https://www.onejikgu.co.kr/shop_view?idx=104674	https://cdn.imweb.me/upload/S2026031936150999f07e8/3a78908b604be.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/58cd37671e469.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/b29b4992384af.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Nature's Answer	Nature's Answer	미국	1	Nature's Answer,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79959	[iHerb]네이처스웨이 CranRx 프로바이오틱 함유 여성용 케어 캡슐 60정	31460		https://www.onejikgu.co.kr/shop_view?idx=104671	https://www.onejikgu.co.kr/shop_view?idx=104671	https://cdn.imweb.me/upload/S2026031936150999f07e8/883595448e1b9.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/7d8c90cb290cb.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/6699a23b07add.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Nature's Way	Nature's Way	미국	1	Nature's Way,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77713	[iHerb]Ancient Nutrition 여성용 프로바이오틱 캡슐 60정	56170		https://www.onejikgu.co.kr/shop_view?idx=104670	https://www.onejikgu.co.kr/shop_view?idx=104670	https://cdn.imweb.me/upload/S2026031936150999f07e8/8849d74c89422.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/fd9642377d998.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/379dafc9b0fed.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Ancient Nutrition	Ancient Nutrition	미국	1	Ancient Nutrition,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77295	[iHerb]캘리포니아골드 고품질 스피룰리나 720정	40560		https://www.onejikgu.co.kr/shop_view?idx=104668	https://www.onejikgu.co.kr/shop_view?idx=104668	https://cdn.imweb.me/upload/S2026031936150999f07e8/fe707bf8b5dfe.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/d82b03ef29473.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/db69253111a27.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/c6a22a16a06e3.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/46421e6e14ce3.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	California Gold Nutrition	California Gold Nutrition	미국	1	California Gold Nutrition,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-7781	[iHerb]Macrolife Naturals Miracle Reds 슈퍼 푸드	145950		https://www.onejikgu.co.kr/shop_view?idx=104667	https://www.onejikgu.co.kr/shop_view?idx=104667	https://cdn.imweb.me/upload/S2026031936150999f07e8/2b4f440df61c7.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/7d19c36c8c5ac.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Macrolife Naturals	Macrolife Naturals	미국	1	Macrolife Naturals,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-79969	[iHerb]Sports Research 고품질 MCT 오일 C8 C10 946ml	41320		https://www.onejikgu.co.kr/shop_view?idx=104665	https://www.onejikgu.co.kr/shop_view?idx=104665	https://cdn.imweb.me/upload/S2026031936150999f07e8/184083e9d846b.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/a5b55ad5c7eb4.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/93150c0c9edbe.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/55ebaf732e6a2.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/60b591cb7db04.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/14c891e9cb475.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/b9d6a97dba4d4.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/9079d72265437.jpg	iHerb	비타민 영양제	신상품	Y	0	미국	Sports Research	Sports Research	미국	1	Sports Research,iHerb,아이허브,해외직구,비타민 영양제,CATE83
iherb-77702	[iHerb]Natural Factors Calm Biotic 30억 베지 캡슐 30정	17740		https://www.onejikgu.co.kr/shop_view?idx=104658	https://www.onejikgu.co.kr/shop_view?idx=104658	https://cdn.imweb.me/upload/S2026031936150999f07e8/9e2fb7395960c.jpg	https://cdn.imweb.me/upload/S2026031936150999f07e8/309fa25859fd5.jpg|https://cdn.imweb.me/upload/S2026031936150999f07e8/041dcfbee5e3f.jpg	iHerb	비타민 영양제	신상품	Y	6000	미국	Natural Factors	Natural Factors	미국	1	Natural Factors,iHerb,아이허브,해외직구,비타민 영양제,CATE83
